72.31,357.8,674.7
-209.48,136.1,507.23
0,0,0
1374.28,1941.64,2522.51
1123.01,1605.36,2109.31
1133.31,1677.29,2230.46
773.87,1070.72,1381.42
552.64,956.96,1419.1
666.54,865.79,1059.77
176.21,559.2,996.49
-58.13,366.71,836.76
117.84,462.45,896.98
2107.87,2829.18,3548.45
1837.34,2454.61,3077.97
1889.36,2555.92,3217.92
-17.98,273.13,593.01
-233.08,116.55,493.42
-97.43,-43.32,-7.55
151.54,368.95,610.39
61.09,344.07,657.78
-35.01,140.17,317.72
